Date,FB_Close,GO_Close,AM_Close,SNP_500_Close
22/12/21,330.450012,2938.97998,3420.73999,4696.56
23/12/21,335.23999,2942.850098,3421.370117,4725.79
27/12/21,346.179993,2961.280029,3393.389893,4791.19
28/12/21,346.220001,2928.959961,3413.219971,4786.35
29/12/21,342.940002,2930.090088,3384.02002,4793.06
30/12/21,344.359985,2920.050049,3372.889893,4778.73
31/12/21,336.350006,2893.590088,3334.340088,4766.18
03/01/22,338.540009,2901.48999,3408.090088,4796.56
04/01/22,336.529999,2888.330078,3350.439941,4793.54
05/01/22,324.170013,2753.070068,3287.139893,4700.58
06/01/22,332.459991,2751.02002,3265.080078,4696.05
07/01/22,331.790009,2740.090088,3251.080078,4677.03
10/01/22,328.070007,2771.47998,3229.719971,4670.29
11/01/22,334.369995,2800.350098,3307.23999,4713.07
12/01/22,333.26001,2832.959961,3304.139893,4726.35
13/01/22,326.480011,2782.620117,3224.280029,4659.03
14/01/22,331.899994,2795.72998,3242.76001,4662.85
18/01/22,318.149994,2725.810059,3178.350098,4577.11
19/01/22,319.589996,2713.040039,3125.97998,4532.76
20/01/22,316.559998,2670.129883,3033.350098,4482.73
21/01/22,303.170013,2601.840088,2852.860107,4397.94
24/01/22,308.709991,2607.439941,2890.879883,4410.13
25/01/22,300.149994,2534.709961,2799.719971,4356.45
26/01/22,294.630005,2584.800049,2777.449951,4349.93
27/01/22,294.640015,2582.419922,2792.75,4326.51
28/01/22,301.709991,2665.790039,2879.560059,4431.85
31/01/22,313.26001,2713.969971,2991.469971,4515.55
01/02/22,319,2757.570068,3023.870117,4546.54
02/02/22,323,2960.72998,3012.25,4589.38
03/02/22,237.759995,2853.01001,2776.909912,4477.44
04/02/22,237.089996,2860.320068,3152.790039,4500.53
07/02/22,224.910004,2778.76001,3158.709961,4483.87
08/02/22,220.179993,2784.26001,3228.27002,4521.54
09/02/22,232,2829.060059,3223.790039,4587.18
10/02/22,228.070007,2772.050049,3180.070068,4504.08
11/02/22,219.550003,2682.600098,3065.870117,4418.64
14/02/22,217.699997,2706,3103.340088,4401.67
15/02/22,221,2728.51001,3130.209961,4471.07
16/02/22,216.539993,2749.75,3162.01001,4475.01
17/02/22,207.710007,2646.169922,3093.050049,4380.26
18/02/22,206.160004,2609.350098,3052.030029,4348.87
22/02/22,202.080002,2588.050049,3003.949951,4304.76
23/02/22,198.449997,2551.699951,2896.540039,4225.5
24/02/22,207.600006,2653.469971,3027.159912,4288.7
25/02/22,210.479996,2690.389893,3075.77002,4384.65
28/02/22,211.029999,2697.820068,3071.26001,4373.94
01/03/22,203.490005,2683.360107,3022.840088,4306.26
02/03/22,208.110001,2695.030029,3041.050049,4386.54
03/03/22,202.970001,2686.159912,2957.969971,4363.49
04/03/22,200.059998,2642.439941,2912.820068,4328.87
07/03/22,187.470001,2529.290039,2749.060059,4201.09
08/03/22,190.289993,2545.570068,2720.290039,4170.7
09/03/22,198.5,2677.320068,2785.580078,4277.88
10/03/22,195.210007,2653.639893,2936.350098,4259.52
11/03/22,187.610001,2609.51001,2910.48999,4204.31
14/03/22,186.630005,2534.820068,2837.060059,4173.11
15/03/22,192.029999,2593.209961,2947.330078,4262.45
16/03/22,203.630005,2673.810059,3062.080078,4357.86
17/03/22,207.839996,2692.01001,3144.780029,4411.67
18/03/22,216.490005,2736.030029,3225.01001,4463.12
21/03/22,211.490005,2729.570068,3229.830078,4461.18
22/03/22,216.649994,2805.550049,3297.780029,4511.61
23/03/22,213.460007,2770.070068,3268.159912,4456.24
24/03/22,219.570007,2826.23999,3272.98999,4520.16
25/03/22,221.820007,2830.429932,3295.469971,4543.06
28/03/22,223.589996,2839,3379.810059,4575.52
29/03/22,229.860001,2865,3386.300049,4631.6
30/03/22,227.850006,2852.889893,3326.02002,4602.45
31/03/22,222.360001,2792.98999,3259.949951,4530.41
01/04/22,224.850006,2814,3271.199951,4545.86
04/04/22,233.889999,2872.850098,3366.929932,4582.64
05/04/22,231.839996,2821.26001,3281.100098,4525.12
06/04/22,223.300003,2743.52002,3175.120117,4481.15
07/04/22,222.949997,2729.300049,3155.689941,4500.21
08/04/22,222.330002,2680.209961,3089.209961,4488.28
11/04/22,216.460007,2595.929932,3022.439941,4412.53
12/04/22,214.139999,2567.48999,3015.75,4397.45
13/04/22,214.990005,2605.719971,3110.820068,4446.59
14/04/22,210.179993,2545.060059,3034.129883,4392.59
18/04/22,210.770004,2559.219971,3055.699951,4391.69
19/04/22,217.309998,2610.620117,3162.310059,4462.21
20/04/22,200.419998,2564.909912,3079.959961,4459.45
21/04/22,188.070007,2498.75,2965.919922,4393.66
22/04/22,184.110001,2392.280029,2887,4271.78
25/04/22,186.990005,2465,2921.47998,4296.12
26/04/22,180.949997,2390.120117,2787.820068,4175.2
27/04/22,174.949997,2300.409912,2763.340088,4183.96
28/04/22,205.729996,2388.22998,2891.929932,4287.5
29/04/22,200.470001,2299.330078,2485.629883,4131.93
02/05/22,211.130005,2343.139893,2490,4155.38
03/05/22,212.029999,2362.590088,2485.070068,4175.48
04/05/22,223.410004,2451.5,2518.570068,4300.17
05/05/22,208.279999,2334.929932,2328.139893,4146.87
06/05/22,203.770004,2313.199951,2295.449951,4123.34
